# ln a,ln lambda, ln Gamma, ln P_GP, s, gamma_0, P_b, T0_b, K_b, h_b, k_b, P_c, T0_c, K_c, h_c, k_c, P_d, T0_d, K_d, h_d, k_d
1.972259,5.598302,1.257715,3.371933,0.001354,-0.264564,2.253522,1366.170651,0.003909,-0.119530,-0.209317,3.690553,1367.274714,1.760798,-0.314159,0.024620,7.450417,1362.739163,1.703444,-0.154607,-0.214749
1.913354,2.493816,0.506146,3.355666,0.009266,0.258568,2.253104,1366.170851,1.018690,-0.419333,0.088195,3.690819,1367.276629,2.221804,-0.131163,0.170057,7.451340,1362.737461,0.901229,-0.132503,-0.288248
1.033546,5.987389,1.173342,3.255823,0.050909,0.134624,2.252644,1366.170800,0.761588,0.093256,0.059060,3.690800,1367.275884,2.183690,-0.104736,-0.143856,7.450663,1362.738054,1.314670,-0.002413,0.023886
1.652304,2.993242,-1.859812,3.734671,0.002462,-0.004252,2.253063,1366.170784,0.644155,0.128913,0.390378,3.690290,1367.274243,1.992066,-0.096814,-0.041799,7.452392,1362.736561,1.147138,0.387762,-0.368124
1.959380,2.944595,1.295069,3.317535,0.012807,0.110379,2.253532,1366.170758,0.211980,0.347961,0.258360,3.690684,1367.275498,1.642253,-0.135634,0.311289,7.452470,1362.738527,1.680255,-0.064745,0.270983
2.200190,5.454616,0.316518,3.245186,0.037422,0.013882,2.253492,1366.170784,0.092785,0.401114,0.087132,3.690251,1367.275275,2.020566,-0.124290,-0.175506,7.450352,1362.736983,1.948826,-0.057201,0.574214
1.736246,7.547596,1.927638,3.988114,0.148709,0.177797,2.252419,1366.170969,1.039721,-0.049535,0.064669,3.690363,1367.274631,2.300543,-0.176612,-0.185818,7.451873,1362.737301,1.399339,-0.081519,-0.239547
1.339496,4.544471,1.814691,3.617791,0.000001,0.136168,2.253152,1366.170742,0.117335,0.190918,-0.357874,3.690031,1367.273958,2.272523,-0.095911,0.319481,7.451202,1362.739691,1.416642,0.077979,-0.342415
1.880761,3.529380,0.665082,3.372175,0.293988,0.344379,2.253460,1366.170889,0.344200,-0.252653,-0.600894,3.690650,1367.275395,1.948713,0.033933,0.105254,7.452692,1362.736597,1.474797,-0.068254,-0.239928
2.125855,7.754679,1.662370,3.966319,0.000442,-0.095307,2.253358,1366.170719,0.241553,0.048995,-0.291443,3.689853,1367.274820,2.133646,-0.127161,-0.279593,7.449883,1362.735993,1.480413,-0.135025,-0.201933
1.712612,6.305503,1.258330,3.263791,0.065651,0.126671,2.252906,1366.170709,0.735978,0.000349,0.017467,3.689945,1367.274826,2.251903,-0.169313,0.300994,7.452596,1362.737304,1.920365,-0.177029,-0.131533
3.027330,7.962595,1.408964,3.923550,0.305630,-0.913596,2.253029,1366.170736,1.396821,-0.195449,-0.559784,3.689927,1367.275542,2.348797,-0.029119,-0.308730,7.453346,1362.736557,1.495904,-0.373344,0.191784
2.807643,4.046306,-1.111451,2.616953,0.654151,0.457806,2.253338,1366.170844,0.562775,-0.395375,0.906260,3.690473,1367.275720,2.057726,-0.149526,0.345397,7.451686,1362.736106,1.757495,0.383579,0.134273
1.770366,2.482328,-1.785774,2.418372,0.034505,0.240510,2.253978,1366.170911,0.000878,-0.248134,0.107472,3.691072,1367.275521,2.543792,-0.156140,-0.053338,7.452491,1362.738745,0.931870,0.128348,-0.246635
0.982464,7.041059,1.532553,3.919639,0.166147,0.022356,2.253699,1366.170836,0.021122,-0.126931,-0.120756,3.689982,1367.274961,2.265656,-0.199222,-0.028021,7.451096,1362.738062,1.999063,-0.123414,-0.157342
2.070847,6.127874,0.992748,3.278627,0.076256,-0.065048,2.252749,1366.170809,0.422446,0.411454,0.403480,3.690620,1367.275071,1.922842,-0.028755,-0.219924,7.451021,1362.738530,2.166392,-0.143544,0.549482
1.364918,6.400968,1.747772,3.244640,0.009005,-0.358318,2.252950,1366.170748,0.773305,-0.265273,-0.049680,3.689978,1367.274861,2.307187,0.006281,-0.254963,7.450214,1362.738170,1.940306,-0.066678,0.495209
2.148195,8.849932,1.920604,3.949133,0.161329,-0.082126,2.253261,1366.170654,0.914197,0.018341,0.063440,3.690069,1367.276126,2.458520,0.118178,0.049498,7.451329,1362.737803,1.883175,0.085258,0.003607
1.508763,6.599347,1.985587,3.676135,0.001066,0.122012,2.253389,1366.170743,1.099175,0.054963,-0.227757,3.690222,1367.274458,2.072893,0.134728,-0.161261,7.451528,1362.736486,1.695554,-0.205856,-0.236421
1.863415,8.192103,1.874722,3.943527,0.198120,0.070874,2.253669,1366.170790,0.350553,0.115557,0.095035,3.690384,1367.275260,1.567636,-0.096821,0.296082,7.451363,1362.738281,1.634144,0.245475,-0.243513
1.795661,8.279075,1.989144,3.938146,0.401961,0.389457,2.253877,1366.170702,0.766176,-0.044474,0.111208,3.690858,1367.276102,2.574643,0.003923,-0.127456,7.449721,1362.737534,1.728364,-0.243284,-0.195637
2.220121,2.857113,0.349996,3.762440,0.001550,-0.002285,2.252692,1366.171025,0.351267,0.365364,-0.061873,3.690763,1367.276279,2.458316,-0.122188,0.248288,7.452334,1362.738158,1.310712,-0.164048,-0.044977
2.381663,6.290383,1.596109,3.271754,0.011744,-0.108547,2.253372,1366.170742,0.149706,0.498687,-0.393606,3.690727,1367.274823,2.233653,-0.416255,-0.158578,7.451934,1362.740632,2.334500,0.010110,0.515262
2.391517,2.343180,1.660465,3.970121,0.228378,-0.325479,2.252669,1366.170837,0.679227,0.059749,0.779202,3.690223,1367.275163,1.704160,-0.213075,0.047343,7.450182,1362.736816,0.947356,0.186844,0.274727
2.184571,4.331635,1.744850,3.864896,0.017447,-0.159696,2.254009,1366.170584,0.008212,-0.023302,0.414539,3.690241,1367.274388,2.053231,-0.209701,0.054216,7.451688,1362.738419,1.546480,0.032600,-0.091155
2.064179,1.280033,0.224841,3.661238,0.002412,0.123031,2.253081,1366.170870,1.053397,-0.394720,-0.056359,3.690202,1367.274198,2.102606,-0.097919,-0.278749,7.450641,1362.738135,0.716026,-0.164843,-0.374743
2.527619,3.028159,0.820311,3.717322,0.181242,0.189278,2.252437,1366.170714,0.364498,-0.029907,0.329040,3.689865,1367.275229,1.852563,-0.213992,0.437919,7.453257,1362.736906,1.660189,-0.240721,0.387326
2.043694,8.640825,1.455811,3.930627,0.205023,0.583361,2.253323,1366.170770,0.734490,0.150271,0.075337,3.690920,1367.274137,2.190874,0.036553,0.009063,7.451217,1362.738326,1.232965,-0.233216,0.213265
1.843039,7.131001,1.589115,3.682901,0.091949,-0.100788,2.253194,1366.170733,0.983130,-0.129967,-0.586420,3.690074,1367.275845,2.518262,-0.195407,0.248206,7.450611,1362.736162,1.768271,-0.014828,-0.214368
1.502479,3.183971,1.686787,3.419856,0.252315,0.649165,2.252683,1366.170701,0.070107,0.024960,-0.013563,3.690008,1367.275813,2.064895,-0.013372,0.259708,7.450942,1362.738201,1.283851,-0.002751,0.293567
1.124909,6.189316,0.838521,3.269922,0.002203,0.017653,2.252665,1366.170589,0.615094,0.096897,-0.011280,3.689840,1367.275772,2.453251,-0.014665,0.051737,7.451077,1362.736348,2.044003,-0.063275,-0.011049
1.414495,5.720634,1.596897,3.241967,0.075817,0.118227,2.253512,1366.170909,0.895832,-0.321115,-0.579171,3.690090,1367.275360,1.898207,-0.063752,0.170258,7.449687,1362.738572,1.212098,-0.005371,0.026417
2.385360,3.718787,-1.124248,2.918266,0.010905,-0.163637,2.253038,1366.170861,0.088647,0.463609,-0.468998,3.690913,1367.275257,2.270214,-0.036116,0.433430,7.452459,1362.737341,1.740830,-0.180912,0.436653
2.229409,7.338602,1.799863,3.965721,0.241172,0.219861,2.253246,1366.170596,1.100100,0.161890,0.119490,3.690589,1367.275332,2.362978,0.033310,0.243169,7.451485,1362.736613,1.016823,-0.137040,-0.392368
1.950355,6.496830,0.403709,3.344461,0.001806,0.068232,2.252979,1366.170782,0.206510,0.033748,0.296273,3.690237,1367.276122,2.235087,-0.062466,0.052384,7.452009,1362.736657,1.913893,-0.210357,-0.105841
1.798530,4.913874,1.446423,3.353517,0.233182,-0.262545,2.253375,1366.170928,1.011220,-0.318282,0.796007,3.690628,1367.273234,2.256461,-0.185518,0.351290,7.450586,1362.738788,1.569082,-0.160567,-0.023199
1.217329,6.588577,1.028343,3.695296,0.000032,0.046633,2.253080,1366.171098,0.137869,-0.070183,-0.082790,3.690617,1367.275240,2.037883,0.030091,0.079550,7.451771,1362.737558,1.483125,-0.191755,0.030711
1.706172,2.982485,1.736607,3.881816,0.104882,0.130089,2.252779,1366.170771,0.154343,0.742388,0.308908,3.690435,1367.274427,1.871890,-0.303790,-0.053288,7.451121,1362.736415,1.270256,-0.295032,0.462049
1.612519,6.112321,1.440180,3.269512,0.203618,-0.272179,2.253274,1366.170564,0.755004,-0.181225,-0.611831,3.689832,1367.273102,2.028094,-0.196059,0.042027,7.452036,1362.737781,0.856910,0.456039,-0.438973
2.016479,6.391808,0.619918,3.207608,0.152215,-0.276734,2.253155,1366.170666,0.007880,0.203561,-0.290232,3.690626,1367.274522,2.137765,-0.030426,-0.304934,7.451069,1362.735744,1.416749,-0.129943,-0.213471
1.880961,2.582378,0.866504,3.689687,0.003563,-0.044702,2.252580,1366.170654,0.642365,0.113788,0.211736,3.690761,1367.275000,2.056823,-0.197131,0.041608,7.451267,1362.738627,1.725451,0.014111,0.433367
1.670875,6.409680,1.592979,3.280724,0.007222,-0.189752,2.253372,1366.170757,0.334604,-0.129913,-0.045992,3.690378,1367.275397,2.491527,-0.013836,0.460911,7.450446,1362.737654,1.308079,-0.324159,0.008882
1.677812,2.167722,1.715465,3.514266,0.335598,0.392032,2.252645,1366.170539,0.596287,0.206989,0.780969,3.690247,1367.274919,2.152363,0.093180,0.186729,7.450572,1362.738196,1.767727,-0.073023,0.003824
1.839810,5.360520,1.617335,3.647760,0.002445,0.178222,2.253273,1366.170877,0.362482,0.104544,0.154847,3.690502,1367.275919,2.197715,-0.309152,0.038272,7.451265,1362.736072,2.514784,-0.190674,0.556362
2.148195,8.849932,1.920604,3.949133,0.161329,-0.082126,2.253261,1366.170654,0.914197,0.018341,0.063440,3.690069,1367.276126,2.458520,0.118178,0.049498,7.451329,1362.737803,1.883175,0.085258,0.003607
2.654869,6.526137,1.998705,3.624901,0.176980,0.000113,2.253080,1366.170724,0.041906,0.056283,-0.211594,3.690302,1367.275029,2.756050,-0.218296,0.053649,7.450503,1362.736976,1.670038,-0.104798,0.120890
1.951946,6.290396,1.133534,3.366626,0.363609,0.048058,2.253007,1366.170769,1.121987,0.248643,0.100159,3.690252,1367.275768,2.075796,0.110301,0.190301,7.451387,1362.738952,0.776223,0.094784,-0.324943
2.295186,2.858280,0.616237,3.541516,0.034606,0.144585,2.253473,1366.171012,0.672019,0.463905,0.006487,3.690199,1367.274246,2.396308,-0.009823,0.176258,7.451702,1362.738795,1.897144,-0.341178,-0.142857
2.204035,4.636606,0.893691,3.317046,0.015893,-0.350680,2.253323,1366.170696,0.294890,-0.112944,-0.100530,3.690334,1367.275243,2.707859,-0.044562,0.279826,7.450893,1362.736109,1.682262,-0.105860,-0.210630
1.914629,3.271108,0.696837,3.024025,0.339849,-0.097073,2.252970,1366.170816,0.845796,-0.416748,-0.811801,3.690337,1367.274785,2.069119,-0.329141,0.190853,7.451618,1362.737119,0.991809,-0.161811,-0.119069
2.642279,6.045037,0.575886,3.247553,0.252629,0.157460,2.253463,1366.170703,0.019708,-0.087667,-0.135558,3.690189,1367.276219,2.337192,0.039908,0.053459,7.454030,1362.738087,1.957686,-0.067416,-0.044524
1.700713,4.782447,1.912708,3.182889,0.000003,-0.282536,2.252806,1366.170810,0.539902,0.149759,-0.089160,3.690110,1367.276034,2.216289,-0.008352,0.213290,7.451721,1362.739209,1.897456,-0.114459,0.382561
2.227960,6.384026,0.701540,3.316136,0.014921,0.041038,2.252891,1366.170562,0.505565,0.315646,0.575172,3.690165,1367.276388,2.246468,0.061086,-0.036650,7.452117,1362.737992,1.434339,0.046709,0.401616
2.194144,4.878779,0.860298,3.375897,0.002488,-0.142450,2.253569,1366.170609,0.134613,-0.102095,0.126073,3.690395,1367.274466,1.649991,-0.325752,0.109553,7.450482,1362.738403,1.672448,-0.184120,-0.104712
2.838247,2.522640,0.479755,3.437936,0.063275,-0.221562,2.252961,1366.170860,0.201158,0.792754,-0.241291,3.690512,1367.273725,1.587710,-0.439952,-0.009574,7.450908,1362.736921,1.433845,0.205512,-0.059632
2.319599,2.962380,-1.876118,2.297551,0.396589,-0.479656,2.253552,1366.170880,0.000296,0.254890,-0.467415,3.690196,1367.275412,2.595732,-0.034099,-0.164276,7.451580,1362.739480,1.794424,-0.347538,-0.219990
1.163238,3.314994,1.235091,3.732379,0.000141,0.338249,2.253633,1366.170783,0.001802,-0.040338,0.032804,3.690515,1367.274350,1.855568,0.009279,0.084528,7.451197,1362.736481,1.315017,0.095026,-0.008541
1.337468,5.766775,1.755989,3.260864,0.456888,-0.048064,2.252623,1366.170692,0.706001,-0.221475,-0.207820,3.689749,1367.275856,2.127943,0.192763,0.096357,7.451778,1362.738766,1.555599,0.237687,-0.253657
1.880876,5.612256,1.706069,3.380862,0.005266,0.193805,2.252453,1366.170951,1.292334,-0.165876,-0.709730,3.690201,1367.275184,2.542132,0.053413,0.193824,7.451780,1362.737845,1.158665,-0.346297,-0.457947
2.046527,5.123944,0.818149,3.390817,0.097915,-0.075452,2.252801,1366.170959,0.000345,-0.049241,-0.066046,3.690742,1367.275742,2.016016,0.011503,0.053909,7.451027,1362.737640,1.197542,0.035663,0.114196
2.161555,6.929983,1.973304,3.984065,0.390731,0.063792,2.252485,1366.170848,0.169757,0.218383,0.206591,3.690335,1367.275428,1.746926,-0.321970,-0.150372,7.451503,1362.738237,1.845399,0.049543,0.406101
1.610823,5.104532,0.986979,3.326449,0.003484,0.326422,2.252743,1366.170918,0.541673,0.018026,0.750160,3.690849,1367.275968,1.802436,-0.253259,0.383374,7.451035,1362.737929,1.295139,0.092618,0.120621
1.880950,3.451499,1.742630,3.410402,0.072326,0.108286,2.253601,1366.170836,0.649416,-0.200613,-0.397315,3.690158,1367.274094,2.036688,0.008100,0.110942,7.450500,1362.737044,2.139237,-0.256356,-0.215922
2.778347,7.631227,1.779375,3.669030,0.432079,-0.024113,2.253146,1366.170645,0.020534,0.202394,-0.125340,3.690533,1367.276005,2.001365,0.064825,0.098480,7.451331,1362.737531,1.565697,-0.296784,-0.057305
1.703354,7.249658,1.394885,3.711997,0.194460,-0.051475,2.253349,1366.170876,0.000372,-0.125990,-0.054558,3.690340,1367.275423,2.089332,-0.076850,-0.045861,7.451273,1362.737894,1.651651,-0.108178,-0.122338
2.040869,6.197221,1.018973,3.263387,0.137858,-0.141703,2.253355,1366.171023,1.400057,-0.678041,0.561287,3.690700,1367.275278,2.079829,-0.101095,0.202515,7.451539,1362.737773,1.900318,0.143009,0.287338
1.052082,5.820677,0.953903,3.260038,0.039414,0.156376,2.252904,1366.170843,0.671365,-0.043060,-0.294761,3.690514,1367.275261,2.074757,-0.074524,-0.135273,7.450790,1362.737890,1.367600,-0.058699,-0.068574
1.403133,6.175997,1.688053,3.274703,0.025230,-0.325028,2.252963,1366.170754,0.733438,-0.247782,-0.022785,3.690004,1367.274964,2.300340,-0.003892,-0.219914,7.450325,1362.738185,1.883931,-0.066176,0.434046
1.267229,3.294209,1.051273,3.511857,0.163012,0.190727,2.253090,1366.170840,0.010590,-0.146169,0.195249,3.690313,1367.273874,2.302405,-0.091168,0.186434,7.451549,1362.738805,1.903564,0.214191,-0.031376
2.229375,5.794053,1.004257,3.435390,0.023907,0.064984,2.253071,1366.171051,0.033522,-0.089218,0.285489,3.690428,1367.274248,2.230810,-0.249468,0.124821,7.451377,1362.738588,2.075625,-0.129432,0.266097
1.577244,2.607407,0.687014,3.482233,0.146166,0.191468,2.252996,1366.170866,0.836569,-0.094180,0.093866,3.690794,1367.275120,1.984917,-0.229475,0.045355,7.451036,1362.738257,0.842391,0.006084,-0.101467
2.018197,3.400690,0.839149,3.671293,0.003176,-0.046680,2.253000,1366.170576,0.225289,0.343643,0.103112,3.690316,1367.275375,2.268207,-0.047286,0.475744,7.451452,1362.737371,1.389970,0.070159,0.399490
2.415256,8.769878,1.537281,3.928535,0.006680,-0.033629,2.253542,1366.170971,0.842630,-0.003591,-0.250000,3.690545,1367.275318,2.407078,0.016609,-0.232597,7.450617,1362.738833,1.390547,-0.015593,-0.303108
2.196916,4.530168,0.685428,3.382733,0.001263,-0.107861,2.253540,1366.170639,0.124396,-0.073765,0.119442,3.690360,1367.274577,1.793898,-0.307714,0.104192,7.450599,1362.738209,1.639331,-0.151233,-0.091859
2.031700,5.573496,1.731607,3.692999,0.210191,0.081485,2.253038,1366.170861,0.310118,0.103138,-0.178480,3.690475,1367.274548,2.191089,-0.112149,-0.082807,7.451368,1362.737888,1.346159,0.339567,0.300160
2.318434,6.016820,1.382517,3.712664,0.000007,0.104085,2.253027,1366.170678,0.359757,0.068256,0.066401,3.690564,1367.275705,2.269061,-0.281315,-0.137886,7.451281,1362.735834,1.424842,-0.170498,0.055812
1.381327,1.804055,-1.495138,3.017699,0.003693,0.520265,2.252815,1366.170727,0.027316,-0.149894,-0.341452,3.690389,1367.274886,2.650480,0.066684,0.233080,7.452133,1362.737217,1.486314,-0.107314,-0.151113
2.404110,6.685089,1.352687,3.628948,0.211617,-0.040982,2.253484,1366.170719,0.001400,0.150650,-0.040561,3.689864,1367.274895,2.295866,-0.121051,0.311309,7.450803,1362.736879,1.307174,0.094120,0.204706
1.929081,7.650383,1.589440,3.927502,0.021607,0.029733,2.253404,1366.170726,0.461679,0.044935,-0.090463,3.690154,1367.274745,2.178766,-0.130051,-0.126067,7.450287,1362.736856,1.543476,-0.073032,-0.051665
2.056201,6.417525,0.632287,3.319306,0.032649,0.179273,2.252969,1366.170566,0.561969,0.197558,0.437484,3.690147,1367.276611,2.053617,0.087676,-0.042592,7.451474,1362.738142,1.729633,-0.114117,0.235987
1.817870,8.331803,1.710685,3.942569,0.158268,-0.080915,2.253478,1366.170819,0.656791,-0.080636,0.046691,3.689879,1367.274651,1.797492,-0.017145,0.038010,7.450781,1362.737827,2.274701,-0.022537,-0.091403
1.196963,5.685700,1.988401,3.350379,0.074050,-0.227152,2.252696,1366.170618,0.012268,0.914707,-0.345154,3.690121,1367.276092,2.642772,-0.143439,-0.080079,7.451925,1362.736734,1.750734,-0.172479,-0.203538
1.934214,7.273722,1.254376,3.299669,0.001678,-0.114520,2.252755,1366.170999,0.629911,-0.191829,0.113384,3.690462,1367.274686,2.072073,0.030320,0.185623,7.450563,1362.736797,2.057958,0.135025,0.222939
2.601272,3.093456,0.819512,3.447368,0.488544,0.269417,2.253285,1366.170743,0.528091,0.319663,0.437070,3.690305,1367.274239,2.531937,-0.186394,0.163123,7.451234,1362.736802,0.898548,0.223706,0.284318
1.929573,7.640266,1.584725,3.927379,0.016686,0.032090,2.253413,1366.170726,0.456801,0.048581,-0.099968,3.690156,1367.274736,2.180111,-0.132139,-0.133247,7.450284,1362.736831,1.541211,-0.076083,-0.053838
1.757868,5.715854,1.649437,3.277119,0.036623,0.232608,2.253497,1366.170946,0.583735,-0.622142,-0.493575,3.690351,1367.275508,1.868596,-0.207951,-0.112336,7.450571,1362.737667,0.584570,-0.154331,0.308125
2.029556,9.135581,1.997012,3.934269,0.283649,-0.440737,2.252834,1366.170692,0.827584,-0.022818,-0.523335,3.690537,1367.275588,2.409367,-0.170208,-0.303447,7.450139,1362.736990,1.811967,-0.091453,-0.144966
2.075978,2.310423,0.031896,3.837766,0.626098,0.291243,2.252597,1366.170791,0.931428,0.396111,0.212422,3.690278,1367.275661,1.789209,-0.139614,0.276989,7.451930,1362.737119,1.774179,0.296874,0.167148
1.861560,2.790076,0.915814,3.638055,0.000181,0.584810,2.253316,1366.170847,0.820729,0.230982,0.295326,3.690587,1367.273991,2.110234,-0.151352,0.176701,7.452607,1362.736298,1.110869,0.040027,-0.073070
1.916768,7.545026,1.519932,3.916204,0.208923,0.531943,2.253434,1366.170719,0.500271,0.062791,0.060183,3.690657,1367.274485,2.172638,0.013533,0.049108,7.451330,1362.737806,1.208084,-0.155233,0.232096
1.474175,3.889696,1.769238,3.845443,0.040986,0.098372,2.253584,1366.170721,0.409509,0.341411,0.323081,3.690262,1367.275814,1.645942,-0.082739,0.340256,7.451840,1362.738191,1.391562,-0.472152,0.011989
1.882342,1.882796,-3.961819,1.902878,0.222875,-0.331307,2.253240,1366.170529,0.819140,0.267568,0.753483,3.690651,1367.275500,1.356085,0.239723,-0.011849,7.451706,1362.737828,0.765918,0.362271,-0.634452
2.270719,5.690905,0.713946,3.295951,0.001214,0.663813,2.253053,1366.170870,1.614020,-0.004437,-0.109138,3.690327,1367.276092,1.683455,0.115867,0.065125,7.450638,1362.737016,1.263744,0.060359,0.522763
1.897660,5.299767,1.686594,3.412370,0.270080,-0.312067,2.252748,1366.170790,0.810044,-0.199437,-0.680684,3.689753,1367.274778,2.164773,-0.103519,0.028643,7.452824,1362.737876,0.959460,0.237617,-0.386104
1.572298,6.112535,1.130105,3.256026,0.109563,0.015817,2.253255,1366.170859,0.638324,-0.094245,-0.178033,3.690257,1367.276001,2.012329,-0.060995,0.112744,7.450271,1362.738129,1.379529,-0.003211,0.052348
2.657484,4.116041,-1.002937,2.743692,0.038553,-0.211925,2.253159,1366.170887,0.792548,0.166158,0.506907,3.690605,1367.275217,1.666496,0.111529,0.249381,7.450328,1362.738072,0.834266,-0.167519,-0.272355
1.815697,6.023117,1.458096,3.756686,0.047900,-0.050259,2.253677,1366.170834,0.226595,-0.066536,0.177425,3.690236,1367.276230,1.536324,0.139565,0.208623,7.451289,1362.735121,1.419791,0.089226,0.131007
2.235966,5.334872,0.600878,3.309743,0.000005,0.235005,2.253283,1366.170795,1.016494,0.304210,-0.222375,3.690442,1367.275048,1.676337,0.086866,0.039570,7.451293,1362.737114,1.703835,0.086977,0.230939
2.249635,4.769788,0.218629,3.314971,0.000147,0.125311,2.253661,1366.170892,0.526227,0.091066,-0.012070,3.690636,1367.274509,1.976959,-0.099633,0.005402,7.451389,1362.736241,1.998457,-0.003939,0.097851
2.037657,4.259455,1.209007,3.551447,0.438433,0.114283,2.253324,1366.171000,0.054242,0.294904,0.141331,3.690151,1367.274658,2.050175,-0.288152,-0.280399,7.453146,1362.737941,1.813269,-0.355395,0.313245
